Tanggal,Produk,Kategori,Qty_Terjual,Harga_Satuan,Total_Penjualan,Stok_Setelah_Transaksi
2025-10-17,Gula Pasir,Sembako,12,16000,192000,263
2024-11-04,Saus Sambal,Sembako,2,13000,26000,426
2023-09-07,Kacang Panggang,Snack,7,10000,70000,293
2023-08-06,Teh Celup,Minuman,14,8000,112000,528
2023-11-11,Kopi Sachet,Minuman,1,2500,2500,573
2025-07-31,Mie Ayam Instan,Makanan Instan,18,4000,72000,234
2024-07-05,Yogurt Botol,Produk Susu,12,10000,120000,116
2024-11-05,Indomie Goreng,Makanan Instan,3,3500,10500,595
2025-07-16,Keripik Kentang,Snack,8,12000,96000,454
2023-04-10,Kopi Botol,Minuman,13,7000,91000,175
2024-08-02,Wafer Coklat,Snack,6,8000,48000,215
2023-05-25,Coklat Batang,Snack,9,11000,99000,88
2025-02-20,Keripik Kentang,Snack,6,12000,72000,448
2023-12-31,Tepung Terigu,Sembako,4,14000,56000,422
2025-03-27,Sereal Sarapan,Produk Susu,3,25000,75000,544
2024-03-02,Kopi Botol,Minuman,4,7000,28000,171
2025-04-04,Sereal Sarapan,Produk Susu,7,25000,175000,537
2024-09-03,Ramen Pedas,Makanan Instan,9,7000,63000,553
2024-09-27,Coklat Batang,Snack,17,11000,187000,71
2023-09-26,Keripik Kentang,Snack,6,12000,72000,442
2023-07-16,Kacang Panggang,Snack,14,10000,140000,279
2025-11-15,Teh Celup,Minuman,8,8000,64000,520
2025-03-05,Yogurt Botol,Produk Susu,11,10000,110000,105
2025-05-16,Biskuit Coklat,Snack,6,9000,54000,392
2025-01-24,Keju Slice,Produk Susu,12,18000,216000,269
2025-05-22,Susu Kental Manis,Produk Susu,3,12000,36000,359
2024-11-30,Minuman Isotonik,Minuman,10,8500,85000,328
2023-11-14,Gula Pasir,Sembako,15,16000,240000,248
2025-12-15,Air Mineral,Minuman,12,4000,48000,430
2025-08-16,Telur Ayam,Sembako,8,30000,240000,402
2025-09-05,Kecap Manis,Sembako,7,15000,105000,245
2024-09-07,Beras Premium,Sembako,14,75000,1050000,424
2025-05-25,Minuman Isotonik,Minuman,6,8500,51000,322
2023-06-06,Jus Kotak,Minuman,15,7000,105000,460
2025-11-17,Indomie Soto,Makanan Instan,6,3500,21000,138
2023-07-13,Susu Kental Manis,Produk Susu,8,12000,96000,351
2024-06-02,Kacang Panggang,Snack,7,10000,70000,272
2023-06-17,Biskuit Coklat,Snack,13,9000,117000,379
2023-02-03,Minuman Isotonik,Minuman,2,8500,17000,320
2025-08-05,Coklat Batang,Snack,5,11000,55000,66
2025-03-15,Teh Botol,Minuman,2,5000,10000,435
2024-09-01,Susu Kental Manis,Produk Susu,8,12000,96000,343
2025-07-20,Coklat Batang,Snack,17,11000,187000,668
2024-06-26,Keju Slice,Produk Susu,6,18000,108000,263
2024-01-15,Minyak Goreng,Sembako,4,28000,112000,242
2024-06-15,Keripik Kentang,Snack,16,12000,192000,426
2025-06-07,Ramen Pedas,Makanan Instan,10,7000,70000,543
2025-03-19,Indomie Goreng,Makanan Instan,3,3500,10500,592
2025-09-04,Beras Medium,Sembako,12,65000,780000,459
2025-09-23,Kopi Botol,Minuman,8,7000,56000,163
2025-03-19,Roti Tawar,Snack,16,15000,240000,93
2023-09-14,Mie Ayam Instan,Makanan Instan,3,4000,12000,231
2024-01-26,Indomie Goreng,Makanan Instan,2,3500,7000,590
2024-01-21,Roti Tawar,Snack,14,15000,210000,79
2025-09-12,Minyak Goreng,Sembako,13,28000,364000,229
2024-05-10,Wafer Coklat,Snack,9,8000,72000,206
2024-01-26,Kopi Botol,Minuman,3,7000,21000,160
2025-08-07,Sereal Sarapan,Produk Susu,7,25000,175000,530
2023-02-14,Susu Kental Manis,Produk Susu,2,12000,24000,341
2023-11-09,Beras Medium,Sembako,12,65000,780000,447
2025-06-30,Roti Tawar,Snack,12,15000,180000,67
2025-07-09,Indomie Goreng,Makanan Instan,12,3500,42000,578
2024-08-26,Minyak Goreng,Sembako,11,28000,308000,218
2024-11-14,Indomie Soto,Makanan Instan,1,3500,3500,137
2025-06-03,Wafer Coklat,Snack,11,8000,88000,195
2024-08-18,Coklat Batang,Snack,2,11000,22000,666
2025-09-22,Susu UHT,Produk Susu,13,9000,117000,266
2023-05-05,Gula Pasir,Sembako,9,16000,144000,239
2025-05-14,Indomie Goreng,Makanan Instan,13,3500,45500,565
2023-05-11,Jus Kotak,Minuman,5,7000,35000,455
2025-05-04,Saus Sambal,Sembako,19,13000,247000,407
2025-10-10,Ramen Pedas,Makanan Instan,13,7000,91000,530
2025-06-12,Yogurt Botol,Produk Susu,3,10000,30000,102
2024-01-29,Telur Ayam,Sembako,9,30000,270000,393
2024-04-20,Yogurt Botol,Produk Susu,9,10000,90000,93
2024-11-25,Biskuit Coklat,Snack,17,9000,153000,362
2025-08-17,Kopi Botol,Minuman,6,7000,42000,154
2025-03-10,Coklat Batang,Snack,10,11000,110000,656
2025-08-25,Keju Slice,Produk Susu,15,18000,270000,248
2024-02-29,Keripik Kentang,Snack,7,12000,84000,419
2023-06-26,Coklat Batang,Snack,11,11000,121000,645
2023-09-22,Air Mineral,Minuman,3,4000,12000,427
2023-11-17,Minyak Goreng,Sembako,10,28000,280000,208
2023-07-26,Air Mineral,Minuman,13,4000,52000,414
2025-10-08,Susu Kental Manis,Produk Susu,7,12000,84000,334
2023-04-07,Minyak Goreng,Sembako,1,28000,28000,207
2024-06-18,Teh Celup,Minuman,8,8000,64000,512
2023-12-24,Beras Medium,Sembako,14,65000,910000,433
2025-10-28,Kopi Botol,Minuman,2,7000,14000,152
2025-05-31,Kopi Sachet,Minuman,4,2500,10000,569
2024-04-03,Ramen Pedas,Makanan Instan,9,7000,63000,521
2024-12-28,Kopi Sachet,Minuman,13,2500,32500,556
2024-07-01,Sereal Sarapan,Produk Susu,15,25000,375000,515
2025-11-21,Kopi Botol,Minuman,11,7000,77000,141
2023-04-14,Roti Tawar,Snack,15,15000,225000,52
2025-07-25,Yogurt Botol,Produk Susu,15,10000,150000,78
2023-07-28,Ramen Pedas,Makanan Instan,14,7000,98000,507
2023-03-27,Jus Kotak,Minuman,9,7000,63000,446
2023-12-09,Ramen Pedas,Makanan Instan,11,7000,77000,496
2024-02-25,Ramen Pedas,Makanan Instan,16,7000,112000,480
2024-08-21,Beras Medium,Sembako,13,65000,845000,420
2025-11-02,Sereal Sarapan,Produk Susu,9,25000,225000,506
2025-01-14,Beras Premium,Sembako,8,75000,600000,416
2024-02-18,Ramen Pedas,Makanan Instan,9,7000,63000,471
2023-01-14,Sereal Sarapan,Produk Susu,4,25000,100000,502
2025-08-28,Teh Botol,Minuman,9,5000,45000,426
2023-12-17,Minuman Isotonik,Minuman,2,8500,17000,318
2025-02-01,Tepung Terigu,Sembako,16,14000,224000,406
2024-05-17,Teh Celup,Minuman,5,8000,40000,507
2024-04-12,Susu Kental Manis,Produk Susu,4,12000,48000,330
2025-04-18,Susu Kental Manis,Produk Susu,19,12000,228000,311
2025-11-23,Kopi Botol,Minuman,16,7000,112000,125
2025-06-25,Indomie Goreng,Makanan Instan,4,3500,14000,561
2025-11-25,Roti Tawar,Snack,3,15000,45000,522
2025-04-02,Kopi Sachet,Minuman,15,2500,37500,541
2023-05-06,Susu Kental Manis,Produk Susu,7,12000,84000,304
2023-03-17,Sereal Sarapan,Produk Susu,11,25000,275000,491
2023-11-06,Kecap Manis,Sembako,15,15000,225000,230
2023-04-29,Biskuit Coklat,Snack,11,9000,99000,351
2025-11-30,Roti Tawar,Snack,9,15000,135000,513
2024-09-15,Susu UHT,Produk Susu,14,9000,126000,252
2024-12-05,Kopi Sachet,Minuman,2,2500,5000,539
2025-12-16,Saus Sambal,Sembako,12,13000,156000,395
2025-04-07,Roti Tawar,Snack,10,15000,150000,503
2025-06-24,Saus Sambal,Sembako,15,13000,195000,380
2025-04-08,Saus Sambal,Sembako,15,13000,195000,365
2024-09-09,Saus Sambal,Sembako,2,13000,26000,363
2024-11-16,Jus Kotak,Minuman,9,7000,63000,437
2023-09-16,Coklat Batang,Snack,9,11000,99000,636
2024-08-04,Jus Kotak,Minuman,4,7000,28000,433
2024-10-01,Minuman Isotonik,Minuman,10,8500,85000,308
2023-11-24,Sereal Sarapan,Produk Susu,1,25000,25000,490
2024-06-13,Indomie Goreng,Makanan Instan,5,3500,17500,556
2025-05-15,Coklat Batang,Snack,10,11000,110000,626
2023-05-03,Coklat Batang,Snack,14,11000,154000,612
2024-06-15,Teh Celup,Minuman,13,8000,104000,494
2023-09-11,Teh Celup,Minuman,1,8000,8000,493
2023-09-13,Sereal Sarapan,Produk Susu,8,25000,200000,482
2023-01-11,Telur Ayam,Sembako,8,30000,240000,385
2024-04-28,Kopi Sachet,Minuman,15,2500,37500,524
2025-12-28,Biskuit Coklat,Snack,16,9000,144000,335
2024-09-04,Teh Celup,Minuman,7,8000,56000,486
2023-10-14,Keju Slice,Produk Susu,12,18000,216000,236
2025-11-30,Susu UHT,Produk Susu,14,9000,126000,238
2024-11-02,Ramen Pedas,Makanan Instan,11,7000,77000,460
2025-01-09,Minyak Goreng,Sembako,9,28000,252000,198
2025-05-21,Beras Premium,Sembako,18,75000,1350000,398
2023-07-08,Mie Ayam Instan,Makanan Instan,1,4000,4000,230
2023-09-24,Susu Kental Manis,Produk Susu,8,12000,96000,296
2025-07-02,Minyak Goreng,Sembako,5,28000,140000,193
2025-12-13,Kacang Panggang,Snack,11,10000,110000,261
2024-06-24,Kopi Botol,Minuman,11,7000,77000,114
2025-05-17,Wafer Coklat,Snack,12,8000,96000,183
2025-05-03,Coklat Batang,Snack,16,11000,176000,596
2025-11-01,Beras Premium,Sembako,7,75000,525000,391
2025-07-26,Roti Tawar,Snack,4,15000,60000,499
2024-03-11,Roti Tawar,Snack,9,15000,135000,490
2023-11-18,Indomie Soto,Makanan Instan,9,3500,31500,128
2023-09-01,Teh Celup,Minuman,10,8000,80000,476
2025-04-16,Kopi Botol,Minuman,3,7000,21000,111
2024-08-16,Teh Celup,Minuman,3,8000,24000,473
2023-08-30,Beras Premium,Sembako,6,75000,450000,385
2025-02-05,Telur Ayam,Sembako,8,30000,240000,377
2023-02-27,Air Mineral,Minuman,13,4000,52000,401
2023-10-19,Beras Premium,Sembako,13,75000,975000,372
2025-05-13,Biskuit Coklat,Snack,4,9000,36000,331
2024-08-03,Saus Sambal,Sembako,4,13000,52000,359
2025-09-28,Teh Botol,Minuman,2,5000,10000,424
2024-12-15,Jus Kotak,Minuman,2,7000,14000,431
2025-09-12,Susu Kental Manis,Produk Susu,13,12000,156000,283
2025-07-15,Biskuit Coklat,Snack,18,9000,162000,313
2025-02-11,Keju Slice,Produk Susu,10,18000,180000,226
2023-10-11,Sereal Sarapan,Produk Susu,9,25000,225000,473
2025-08-01,Wafer Coklat,Snack,17,8000,136000,166
2025-07-08,Kacang Panggang,Snack,6,10000,60000,255
2025-04-18,Mie Ayam Instan,Makanan Instan,9,4000,36000,221
2025-03-20,Saus Sambal,Sembako,7,13000,91000,352
2025-06-26,Kacang Panggang,Snack,15,10000,150000,240
2023-07-01,Wafer Coklat,Snack,14,8000,112000,152
2023-02-20,Beras Medium,Sembako,10,65000,650000,410
2024-09-24,Wafer Coklat,Snack,11,8000,88000,141
2023-06-24,Ramen Pedas,Makanan Instan,4,7000,28000,456
2023-04-19,Keripik Kentang,Snack,10,12000,120000,409
2024-01-23,Minuman Isotonik,Minuman,14,8500,119000,294
2023-02-08,Minuman Isotonik,Minuman,2,8500,17000,292
2025-12-25,Kacang Panggang,Snack,4,10000,40000,236
2024-02-26,Tepung Terigu,Sembako,6,14000,84000,400
2025-06-28,Teh Botol,Minuman,5,5000,25000,419
2023-04-03,Susu UHT,Produk Susu,8,9000,72000,230
2023-02-17,Kopi Botol,Minuman,6,7000,42000,105
2024-01-05,Susu Kental Manis,Produk Susu,7,12000,84000,276
2025-12-17,Kopi Botol,Minuman,10,7000,70000,95
2023-07-06,Tepung Terigu,Sembako,2,14000,28000,398
2023-12-11,Ramen Pedas,Makanan Instan,5,7000,35000,451
2024-01-10,Beras Premium,Sembako,5,75000,375000,367
2024-09-20,Beras Premium,Sembako,9,75000,675000,358
2023-05-01,Beras Medium,Sembako,10,65000,650000,400
2024-01-07,Kopi Sachet,Minuman,3,2500,7500,521
2024-09-02,Indomie Soto,Makanan Instan,7,3500,24500,121
2023-10-19,Kopi Sachet,Minuman,7,2500,17500,514
2024-10-25,Saus Sambal,Sembako,6,13000,78000,346
2023-09-05,Teh Botol,Minuman,1,5000,5000,418
2024-05-05,Minyak Goreng,Sembako,15,28000,420000,178
2024-04-29,Biskuit Coklat,Snack,10,9000,90000,303
2025-10-30,Sereal Sarapan,Produk Susu,8,25000,200000,465
2023-05-05,Tepung Terigu,Sembako,6,14000,84000,392
2025-04-13,Yogurt Botol,Produk Susu,6,10000,60000,72
2025-04-14,Indomie Goreng,Makanan Instan,13,3500,45500,543
2023-02-08,Kecap Manis,Sembako,5,15000,75000,225
2023-07-27,Jus Kotak,Minuman,4,7000,28000,427
2023-09-15,Sereal Sarapan,Produk Susu,5,25000,125000,460
2025-04-13,Biskuit Coklat,Snack,9,9000,81000,294
2025-10-21,Kopi Botol,Minuman,6,7000,42000,89
2023-12-11,Teh Celup,Minuman,13,8000,104000,460
2025-05-17,Gula Pasir,Sembako,19,16000,304000,220
2023-01-03,Indomie Soto,Makanan Instan,14,3500,49000,107
2024-08-15,Yogurt Botol,Produk Susu,11,10000,110000,61
2023-05-04,Indomie Goreng,Makanan Instan,15,3500,52500,528
2025-09-14,Kecap Manis,Sembako,8,15000,120000,217
2025-02-17,Teh Botol,Minuman,8,5000,40000,410
2025-11-11,Biskuit Coklat,Snack,6,9000,54000,288
2025-12-29,Beras Medium,Sembako,11,65000,715000,389
2023-07-03,Telur Ayam,Sembako,7,30000,210000,370
2023-09-09,Roti Tawar,Snack,14,15000,210000,476
2024-07-26,Beras Premium,Sembako,16,75000,1200000,342
2025-10-30,Minyak Goreng,Sembako,16,28000,448000,162
2024-12-02,Saus Sambal,Sembako,12,13000,156000,334
2025-07-16,Sereal Sarapan,Produk Susu,7,25000,175000,453
2024-10-20,Kacang Panggang,Snack,6,10000,60000,230
2024-11-03,Yogurt Botol,Produk Susu,3,10000,30000,58
2023-01-05,Beras Premium,Sembako,10,75000,750000,332
2023-01-09,Air Mineral,Minuman,15,4000,60000,386
2023-12-22,Indomie Goreng,Makanan Instan,7,3500,24500,521
2025-09-28,Jus Kotak,Minuman,17,7000,119000,410
2023-06-16,Jus Kotak,Minuman,13,7000,91000,397
2023-06-08,Saus Sambal,Sembako,9,13000,117000,325
2025-06-30,Indomie Goreng,Makanan Instan,12,3500,42000,509
2025-02-09,Teh Celup,Minuman,17,8000,136000,443
2023-12-29,Susu UHT,Produk Susu,14,9000,126000,216
2023-01-18,Sereal Sarapan,Produk Susu,2,25000,50000,451
2025-01-28,Yogurt Botol,Produk Susu,17,10000,170000,568
2024-03-29,Indomie Goreng,Makanan Instan,12,3500,42000,497
2024-07-29,Sereal Sarapan,Produk Susu,13,25000,325000,438
2024-01-28,Teh Celup,Minuman,4,8000,32000,439
2024-09-12,Wafer Coklat,Snack,15,8000,120000,126
2024-04-24,Gula Pasir,Sembako,9,16000,144000,211
2024-07-28,Indomie Soto,Makanan Instan,10,3500,35000,97
2024-03-04,Roti Tawar,Snack,1,15000,15000,475
2025-03-22,Teh Botol,Minuman,5,5000,25000,405
2025-10-21,Biskuit Coklat,Snack,10,9000,90000,278
2024-02-01,Jus Kotak,Minuman,13,7000,91000,384
2023-12-26,Biskuit Coklat,Snack,2,9000,18000,276
2023-09-20,Biskuit Coklat,Snack,12,9000,108000,264
2023-09-18,Mie Ayam Instan,Makanan Instan,5,4000,20000,216
2024-04-11,Kecap Manis,Sembako,17,15000,255000,200
2024-07-15,Coklat Batang,Snack,6,11000,66000,590
2025-12-27,Indomie Goreng,Makanan Instan,13,3500,45500,484
2025-07-18,Kacang Panggang,Snack,5,10000,50000,225
2023-04-17,Wafer Coklat,Snack,14,8000,112000,112
2025-06-04,Kopi Sachet,Minuman,18,2500,45000,496
2023-09-07,Tepung Terigu,Sembako,11,14000,154000,381
2025-08-13,Minuman Isotonik,Minuman,11,8500,93500,281
2023-03-31,Minuman Isotonik,Minuman,15,8500,127500,266
2024-04-04,Coklat Batang,Snack,2,11000,22000,588
2025-05-10,Kecap Manis,Sembako,13,15000,195000,187
2023-01-11,Kopi Sachet,Minuman,7,2500,17500,489
2024-11-16,Minyak Goreng,Sembako,4,28000,112000,158
2023-02-21,Keju Slice,Produk Susu,12,18000,216000,214
2025-05-17,Gula Pasir,Sembako,4,16000,64000,207
2023-12-03,Minyak Goreng,Sembako,6,28000,168000,152
2023-05-09,Telur Ayam,Sembako,11,30000,330000,359
2023-07-18,Wafer Coklat,Snack,1,8000,8000,111
2025-06-03,Air Mineral,Minuman,14,4000,56000,372
2024-11-15,Biskuit Coklat,Snack,15,9000,135000,249
2023-08-09,Gula Pasir,Sembako,8,16000,128000,199
2024-11-28,Gula Pasir,Sembako,14,16000,224000,185
2024-11-14,Teh Botol,Minuman,9,5000,45000,396
2025-06-17,Mie Ayam Instan,Makanan Instan,14,4000,56000,202
2025-07-03,Wafer Coklat,Snack,11,8000,88000,100
2023-05-05,Mie Ayam Instan,Makanan Instan,15,4000,60000,187
2025-02-11,Indomie Soto,Makanan Instan,7,3500,24500,90
2023-09-19,Keju Slice,Produk Susu,1,18000,18000,213
2025-06-24,Kecap Manis,Sembako,4,15000,60000,183
2025-06-03,Keripik Kentang,Snack,3,12000,36000,406
2023-04-25,Kacang Panggang,Snack,9,10000,90000,216
2024-08-26,Indomie Soto,Makanan Instan,15,3500,52500,75
2023-07-16,Susu UHT,Produk Susu,10,9000,90000,206
2025-04-21,Sereal Sarapan,Produk Susu,5,25000,125000,433
2025-02-25,Yogurt Botol,Produk Susu,12,10000,120000,556
2023-07-27,Saus Sambal,Sembako,6,13000,78000,319
2023-02-23,Wafer Coklat,Snack,8,8000,64000,92
2024-11-03,Minuman Isotonik,Minuman,10,8500,85000,256
2023-07-30,Ramen Pedas,Makanan Instan,1,7000,7000,450
2023-05-19,Keripik Kentang,Snack,10,12000,120000,396
2024-02-01,Keju Slice,Produk Susu,17,18000,306000,196
2025-11-08,Beras Premium,Sembako,8,75000,600000,324
2025-09-12,Susu Kental Manis,Produk Susu,16,12000,192000,260
2024-05-12,Beras Medium,Sembako,3,65000,195000,386
2023-09-19,Indomie Soto,Makanan Instan,5,3500,17500,70
2025-06-11,Biskuit Coklat,Snack,12,9000,108000,237
2023-10-26,Telur Ayam,Sembako,3,30000,90000,356
2024-09-24,Air Mineral,Minuman,11,4000,44000,361
2025-01-25,Telur Ayam,Sembako,3,30000,90000,353
2024-05-01,Indomie Soto,Makanan Instan,11,3500,38500,59
2023-04-22,Kopi Botol,Minuman,7,7000,49000,82
2024-02-05,Teh Celup,Minuman,6,8000,48000,433
2024-02-17,Kecap Manis,Sembako,13,15000,195000,170
2024-01-23,Kopi Sachet,Minuman,12,2500,30000,477
2025-08-15,Roti Tawar,Snack,13,15000,195000,462
2024-11-18,Kopi Botol,Minuman,11,7000,77000,71
2024-11-04,Susu Kental Manis,Produk Susu,3,12000,36000,257
2023-03-28,Yogurt Botol,Produk Susu,8,10000,80000,548
2023-01-08,Gula Pasir,Sembako,11,16000,176000,174
2024-04-16,Gula Pasir,Sembako,10,16000,160000,164
2024-05-04,Minyak Goreng,Sembako,10,28000,280000,142
2024-11-09,Sereal Sarapan,Produk Susu,15,25000,375000,418
2024-02-25,Susu UHT,Produk Susu,7,9000,63000,199
2023-01-14,Teh Botol,Minuman,6,5000,30000,390
2023-06-01,Indomie Goreng,Makanan Instan,6,3500,21000,478
2023-08-24,Indomie Goreng,Makanan Instan,3,3500,10500,475
2025-06-20,Telur Ayam,Sembako,7,30000,210000,346
2023-03-02,Indomie Soto,Makanan Instan,4,3500,14000,55
2024-08-04,Minyak Goreng,Sembako,3,28000,84000,139
2024-06-20,Saus Sambal,Sembako,12,13000,156000,307
2024-05-18,Kopi Sachet,Minuman,3,2500,7500,474
2023-12-27,Indomie Goreng,Makanan Instan,14,3500,49000,461
2023-07-27,Tepung Terigu,Sembako,1,14000,14000,380
2023-10-09,Teh Botol,Minuman,7,5000,35000,383
2023-08-16,Wafer Coklat,Snack,6,8000,48000,86
2024-03-06,Kecap Manis,Sembako,6,15000,90000,164
2025-01-27,Gula Pasir,Sembako,16,16000,256000,148
2023-12-17,Kacang Panggang,Snack,9,10000,90000,207
2025-06-07,Keju Slice,Produk Susu,16,18000,288000,180
2023-10-23,Ramen Pedas,Makanan Instan,15,7000,105000,435
2023-09-25,Kecap Manis,Sembako,13,15000,195000,151
2024-01-28,Minyak Goreng,Sembako,10,28000,280000,129
2025-02-05,Roti Tawar,Snack,10,15000,150000,452
2024-05-15,Wafer Coklat,Snack,15,8000,120000,71
2024-01-23,Sereal Sarapan,Produk Susu,16,25000,400000,402
2023-11-01,Telur Ayam,Sembako,6,30000,180000,340
2023-04-20,Gula Pasir,Sembako,11,16000,176000,137
2024-07-27,Keju Slice,Produk Susu,14,18000,252000,166
2025-11-06,Kopi Botol,Minuman,14,7000,98000,57
2023-06-16,Minyak Goreng,Sembako,13,28000,364000,116
2023-05-13,Air Mineral,Minuman,3,4000,12000,358
2025-03-05,Minuman Isotonik,Minuman,16,8500,136000,240
2025-11-28,Air Mineral,Minuman,10,4000,40000,348
2025-02-04,Kopi Sachet,Minuman,13,2500,32500,461
2025-10-10,Roti Tawar,Snack,11,15000,165000,441
2025-04-01,Biskuit Coklat,Snack,12,9000,108000,225
2024-03-25,Minyak Goreng,Sembako,15,28000,420000,101
2024-04-25,Yogurt Botol,Produk Susu,7,10000,70000,541
2025-05-20,Telur Ayam,Sembako,19,30000,570000,321
2023-11-18,Biskuit Coklat,Snack,15,9000,135000,210
2025-02-05,Teh Botol,Minuman,6,5000,30000,377
2023-06-22,Beras Premium,Sembako,5,75000,375000,319
2025-11-28,Yogurt Botol,Produk Susu,8,10000,80000,533
2023-03-26,Biskuit Coklat,Snack,8,9000,72000,202
2024-11-19,Minuman Isotonik,Minuman,8,8500,68000,232
2025-06-04,Yogurt Botol,Produk Susu,10,10000,100000,523
2025-10-15,Keju Slice,Produk Susu,9,18000,162000,157
2023-02-20,Susu UHT,Produk Susu,3,9000,27000,196
2024-04-23,Yogurt Botol,Produk Susu,7,10000,70000,516
2025-01-05,Mie Ayam Instan,Makanan Instan,16,4000,64000,171
2025-10-24,Telur Ayam,Sembako,10,30000,300000,311
2024-07-20,Keju Slice,Produk Susu,15,18000,270000,142
2023-08-31,Ramen Pedas,Makanan Instan,2,7000,14000,433
2023-03-20,Teh Celup,Minuman,9,8000,72000,424
2024-11-14,Minyak Goreng,Sembako,6,28000,168000,95
2024-05-27,Kopi Sachet,Minuman,7,2500,17500,454
2024-07-16,Teh Botol,Minuman,6,5000,30000,371
2023-10-10,Keripik Kentang,Snack,14,12000,168000,382
2024-06-18,Sereal Sarapan,Produk Susu,2,25000,50000,400
2024-12-10,Telur Ayam,Sembako,14,30000,420000,297
2023-01-25,Susu UHT,Produk Susu,8,9000,72000,188
2025-11-15,Wafer Coklat,Snack,15,8000,120000,56
2025-03-25,Kopi Botol,Minuman,6,7000,42000,51
2024-03-05,Coklat Batang,Snack,8,11000,88000,580
2025-08-17,Minuman Isotonik,Minuman,16,8500,136000,216
2023-06-25,Kopi Sachet,Minuman,6,2500,15000,448
2024-01-20,Kopi Botol,Minuman,9,7000,63000,555
2025-06-17,Minyak Goreng,Sembako,9,28000,252000,86
2023-10-12,Teh Celup,Minuman,10,8000,80000,414
2023-09-20,Kopi Botol,Minuman,5,7000,35000,550
2023-01-20,Coklat Batang,Snack,8,11000,88000,572
2024-12-27,Keju Slice,Produk Susu,6,18000,108000,136
2025-05-21,Susu Kental Manis,Produk Susu,15,12000,180000,242
2024-09-05,Sereal Sarapan,Produk Susu,8,25000,200000,392
2023-03-07,Indomie Goreng,Makanan Instan,15,3500,52500,446
2023-11-11,Beras Premium,Sembako,6,75000,450000,313
2025-03-11,Biskuit Coklat,Snack,9,9000,81000,193
2023-05-11,Susu UHT,Produk Susu,9,9000,81000,179
2024-01-21,Susu UHT,Produk Susu,8,9000,72000,171
2025-07-13,Kopi Sachet,Minuman,14,2500,35000,434
2023-12-18,Mie Ayam Instan,Makanan Instan,2,4000,8000,169
2023-12-30,Kacang Panggang,Snack,1,10000,10000,206
2025-09-27,Teh Botol,Minuman,3,5000,15000,368
2023-05-23,Minyak Goreng,Sembako,15,28000,420000,71
2024-08-04,Susu UHT,Produk Susu,4,9000,36000,167
2025-12-09,Telur Ayam,Sembako,6,30000,180000,291
2025-01-24,Indomie Soto,Makanan Instan,10,3500,35000,432
2025-04-21,Kopi Sachet,Minuman,9,2500,22500,425
2023-09-22,Ramen Pedas,Makanan Instan,9,7000,63000,424
2025-09-06,Susu Kental Manis,Produk Susu,13,12000,156000,229
2024-02-27,Susu UHT,Produk Susu,3,9000,27000,164
2025-06-04,Telur Ayam,Sembako,18,30000,540000,273
2024-09-27,Beras Medium,Sembako,10,65000,650000,376
2025-07-28,Minuman Isotonik,Minuman,7,8500,59500,209
2023-10-20,Indomie Goreng,Makanan Instan,8,3500,28000,438
2025-03-28,Mie Ayam Instan,Makanan Instan,12,4000,48000,157
2024-11-04,Minuman Isotonik,Minuman,17,8500,144500,192
2025-10-02,Saus Sambal,Sembako,12,13000,156000,295
2023-03-22,Biskuit Coklat,Snack,12,9000,108000,181
2024-08-12,Mie Ayam Instan,Makanan Instan,12,4000,48000,145
2024-09-01,Teh Celup,Minuman,9,8000,72000,405
2023-12-25,Teh Botol,Minuman,7,5000,35000,361
2024-01-03,Gula Pasir,Sembako,17,16000,272000,120
2025-06-03,Coklat Batang,Snack,12,11000,132000,560
2024-01-11,Kecap Manis,Sembako,14,15000,210000,137
2025-03-16,Ramen Pedas,Makanan Instan,13,7000,91000,411
2023-11-20,Gula Pasir,Sembako,5,16000,80000,115
2024-08-20,Saus Sambal,Sembako,11,13000,143000,284
2024-03-20,Roti Tawar,Snack,16,15000,240000,425
2023-09-06,Susu Kental Manis,Produk Susu,6,12000,72000,223
2023-08-04,Mie Ayam Instan,Makanan Instan,9,4000,36000,136
2024-10-29,Sereal Sarapan,Produk Susu,8,25000,200000,384
2024-06-01,Beras Medium,Sembako,6,65000,390000,370
2025-08-04,Indomie Soto,Makanan Instan,2,3500,7000,430
2025-08-03,Wafer Coklat,Snack,10,8000,80000,727
2024-02-03,Susu UHT,Produk Susu,7,9000,63000,157
2024-05-28,Indomie Goreng,Makanan Instan,4,3500,14000,434
2023-10-07,Kecap Manis,Sembako,6,15000,90000,131
2025-08-08,Kacang Panggang,Snack,12,10000,120000,194
2023-06-19,Mie Ayam Instan,Makanan Instan,9,4000,36000,127
2024-05-11,Kacang Panggang,Snack,13,10000,130000,181
2025-08-22,Beras Premium,Sembako,17,75000,1275000,296
2023-11-27,Teh Botol,Minuman,3,5000,15000,358
2023-02-06,Teh Botol,Minuman,10,5000,50000,348
2023-12-29,Ramen Pedas,Makanan Instan,5,7000,35000,406
2025-12-30,Ramen Pedas,Makanan Instan,16,7000,112000,390
2023-06-08,Beras Medium,Sembako,11,65000,715000,359
2023-01-23,Sereal Sarapan,Produk Susu,11,25000,275000,373
2023-11-11,Tepung Terigu,Sembako,8,14000,112000,372
2023-12-31,Teh Celup,Minuman,4,8000,32000,401
2023-03-12,Roti Tawar,Snack,15,15000,225000,410
2025-12-26,Kacang Panggang,Snack,8,10000,80000,173
2023-04-08,Roti Tawar,Snack,14,15000,210000,396
2025-12-06,Wafer Coklat,Snack,12,8000,96000,715
