Tanggal,Produk,Kategori,Qty_Terjual,Harga_Satuan,Total_Penjualan,Stok_Setelah_Transaksi
2025-05-10,Indomie Goreng,Makanan Instan,18.0,3500,63000.0,584.0
2025-10-16,Kopi Botol,Minuman,6.0,7000,42000.0,122.0
2023-08-21,Coklat Batang,Snack,8.0,11000,88000.0,512.0
2024-05-19,Keripik Kentang,Snack,12.0,12000,144000.0,565.0
2023-07-16,Indomie Soto,Makanan Instan,6.0,3500,21000.0,359.0
2024-09-12,Kopi Sachet,Minuman,7.0,2500,17500.0,64.0
2024-12-06,Indomie Soto,Makanan Instan,13.0,3500,45500.0,195.0
2025-08-30,Kopi Botol,Minuman,,7000,56000.0,
2023-01-21,Teh Botol,Minuman,9.0,5000,45000.0,263.0
2025-06-16,Teh Celup,Minuman,18.0,8000,144000.0,546.0
2025-10-10,Indomie Goreng,Makanan Instan,,3500,,
2024-12-25,Jus Kotak,Minuman,15.0,7000,105000.0,91.0
2024-01-01,Mie Ayam Instan,Makanan Instan,9.0,4000,36000.0,503.0
2023-07-30,Telur Ayam,Sembako,9.0,30000,270000.0,165.0
2024-09-08,Tepung Terigu,Sembako,6.0,14000,84000.0,472.0
2024-01-04,Kacang Panggang,Snack,8.0,10000,80000.0,404.0
2023-11-19,Mie Ayam Instan,Makanan Instan,13.0,4000,52000.0,712.0
2024-09-30,Susu Kental Manis,Produk Susu,14.0,12000,168000.0,622.0
2024-01-08,Beras Premium,Sembako,,75000,,
2024-12-05,Saus Sambal,Sembako,5.0,13000,65000.0,218.0
2025-12-28,Kecap Manis,Sembako,11.0,15000,165000.0,390.0
2025-11-12,Teh Botol,Minuman,6.0,5000,30000.0,660.0
2023-11-10,Roti Tawar,Snack,7.0,15000,105000.0,475.0
2024-11-10,Wafer Coklat,Snack,5.0,8000,40000.0,231.0
2023-08-21,Kopi Sachet,Minuman,6.0,2500,15000.0,80.0
2025-02-12,Keju Slice,Produk Susu,15.0,18000,270000.0,416.0
2023-07-25,Indomie Soto,Makanan Instan,7.0,3500,24500.0,223.0
2024-06-22,Gula Pasir,Sembako,3.0,16000,48000.0,479.0
2023-03-20,Beras Premium,Sembako,5.0,75000,375000.0,301.0
2025-11-07,Tepung Terigu,Sembako,6.0,14000,84000.0,200.0
2023-03-08,Kopi Botol,Minuman,11.0,7000,77000.0,385.0
2024-03-18,Minyak Goreng,Sembako,14.0,28000,392000.0,284.0
2025-04-16,Kacang Panggang,Snack,10.0,10000,100000.0,368.0
2023-03-09,Biskuit Coklat,Snack,3.0,9000,27000.0,661.0
2023-01-28,Ramen Pedas,Makanan Instan,13.0,7000,91000.0,165.0
2025-04-10,Minyak Goreng,Sembako,10.0,28000,280000.0,632.0
2025-08-07,Teh Botol,Minuman,14.0,5000,70000.0,733.0
2024-11-01,Teh Botol,Minuman,17.0,5000,85000.0,176.0
2023-04-08,Ramen Pedas,Makanan Instan,4.0,7000,28000.0,500.0
2023-08-30,Wafer Coklat,Snack,12.0,8000,96000.0,382.0
2025-11-25,Roti Tawar,Snack,3.0,15000,45000.0,522.0
2024-04-17,Keripik Kentang,Snack,10.0,12000,120000.0,305.0
2025-09-18,Wafer Coklat,Snack,12.0,8000,96000.0,404.0
2023-05-18,Teh Botol,Minuman,2.0,5000,10000.0,302.0
2023-12-22,Coklat Batang,Snack,7.0,11000,77000.0,362.0
2023-07-18,Yogurt Botol,Produk Susu,13.0,10000,130000.0,636.0
2023-02-20,Susu Kental Manis,Produk Susu,3.0,12000,36000.0,539.0
2023-01-13,Teh Celup,Minuman,3.0,8000,24000.0,578.0
2023-08-05,Kopi Botol,Minuman,4.0,7000,28000.0,461.0
2023-04-29,Biskuit Coklat,Snack,11.0,9000,99000.0,351.0
2023-10-15,Minuman Isotonik,Minuman,8.0,8500,68000.0,200.0
2025-02-21,Sereal Sarapan,Produk Susu,13.0,25000,325000.0,671.0
2025-10-08,Indomie Soto,Makanan Instan,9.0,3500,31500.0,255.0
2025-02-19,Jus Kotak,Minuman,4.0,7000,28000.0,275.0
2025-12-11,Teh Celup,Minuman,8.0,8000,64000.0,123.0
2025-03-19,Susu Kental Manis,Produk Susu,6.0,12000,72000.0,650.0
2025-06-15,Saus Sambal,Sembako,14.0,13000,182000.0,548.0
2025-03-08,Keripik Kentang,Snack,11.0,12000,132000.0,80.0
2024-11-17,Roti Tawar,Snack,13.0,15000,195000.0,379.0
2024-01-27,Susu Kental Manis,Produk Susu,4.0,12000,48000.0,344.0
2025-02-14,Beras Premium,Sembako,11.0,75000,825000.0,358.0
2023-09-14,Mie Ayam Instan,Makanan Instan,3.0,4000,12000.0,231.0
2024-04-12,Air Mineral,Minuman,8.0,4000,32000.0,360.0
2024-06-15,Kopi Botol,Minuman,5.0,7000,35000.0,457.0
2024-08-28,Roti Tawar,Snack,9.0,15000,135000.0,509.0
2023-08-23,Telur Ayam,Sembako,6.0,30000,180000.0,433.0
2025-01-12,Coklat Batang,Snack,8.0,11000,88000.0,416.0
2024-05-12,Mie Ayam Instan,Makanan Instan,4.0,4000,16000.0,258.0
2024-05-08,Ramen Pedas,Makanan Instan,10.0,7000,70000.0,441.0
2023-06-01,Wafer Coklat,Snack,8.0,8000,64000.0,269.0
2024-11-21,Keripik Kentang,Snack,10.0,12000,120000.0,577.0
2024-06-13,Minuman Isotonik,Minuman,10.0,8500,85000.0,50.0
2024-12-13,Jus Kotak,Minuman,8.0,7000,56000.0,267.0
2023-11-08,Beras Medium,Sembako,3.0,65000,195000.0,288.0
2024-01-11,Yogurt Botol,Produk Susu,8.0,10000,80000.0,333.0
2025-09-22,Coklat Batang,Snack,15.0,11000,165000.0,575.0
2025-09-11,Roti Tawar,Snack,8.0,15000,120000.0,119.0
2024-08-11,Wafer Coklat,Snack,6.0,8000,48000.0,285.0
2023-03-26,Biskuit Coklat,Snack,8.0,9000,72000.0,153.0
2024-05-21,Kopi Sachet,Minuman,12.0,2500,30000.0,86.0
2023-03-10,Tepung Terigu,Sembako,11.0,14000,154000.0,329.0
2024-07-05,Kopi Sachet,Minuman,6.0,2500,15000.0,129.0
2023-10-17,Mie Ayam Instan,Makanan Instan,15.0,4000,60000.0,150.0
2023-07-10,Minyak Goreng,Sembako,2.0,28000,56000.0,294.0
2025-12-20,Beras Premium,Sembako,10.0,75000,750000.0,291.0
2024-09-20,Mie Ayam Instan,Makanan Instan,17.0,4000,68000.0,605.0
2024-01-08,Beras Premium,Sembako,14.0,75000,1050000.0,164.0
2024-10-29,Kopi Sachet,Minuman,12.0,2500,30000.0,165.0
2023-09-13,Telur Ayam,Sembako,9.0,30000,270000.0,371.0
2023-04-29,Biskuit Coklat,Snack,9.0,9000,81000.0,84.0
2025-11-13,Air Mineral,Minuman,7.0,4000,28000.0,513.0
2025-11-18,Beras Medium,Sembako,6.0,65000,390000.0,416.0
2023-07-05,Ramen Pedas,Makanan Instan,11.0,7000,77000.0,181.0
2023-01-11,Susu UHT,Produk Susu,13.0,9000,117000.0,204.0
2023-01-11,Tepung Terigu,Sembako,7.0,14000,98000.0,291.0
2023-09-11,Wafer Coklat,Snack,11.0,8000,88000.0,124.0
2024-03-18,Indomie Goreng,Makanan Instan,9.0,3500,31500.0,169.0
2025-08-07,Susu UHT,Produk Susu,9.0,9000,81000.0,129.0
2025-03-04,Susu UHT,Produk Susu,17.0,9000,153000.0,516.0
2024-10-28,Ramen Pedas,Makanan Instan,4.0,7000,28000.0,303.0
2025-01-24,Air Mineral,Minuman,6.0,4000,24000.0,50.0
2023-05-01,Coklat Batang,Snack,14.0,11000,154000.0,50.0
2025-01-09,Minyak Goreng,Sembako,9.0,28000,252000.0,198.0
2023-11-14,Teh Celup,Minuman,5.0,8000,40000.0,403.0
2024-02-28,Keju Slice,Produk Susu,14.0,18000,252000.0,362.0
2024-07-14,Telur Ayam,Sembako,9.0,30000,270000.0,569.0
2025-03-19,Indomie Goreng,Makanan Instan,3.0,3500,10500.0,592.0
2024-03-24,Air Mineral,Minuman,8.0,4000,32000.0,519.0
2023-05-30,Kopi Sachet,Minuman,4.0,2500,10000.0,311.0
2025-12-16,Minyak Goreng,Sembako,12.0,28000,336000.0,247.0
2024-07-08,Yogurt Botol,Produk Susu,6.0,10000,60000.0,275.0
2023-03-01,Coklat Batang,Snack,14.0,11000,154000.0,300.0
2024-01-21,Mie Ayam Instan,Makanan Instan,15.0,4000,60000.0,94.0
2024-09-15,Keju Slice,Produk Susu,16.0,18000,288000.0,81.0
2023-10-30,Kopi Sachet,Minuman,13.0,2500,32500.0,541.0
2024-10-03,Susu Kental Manis,Produk Susu,5.0,12000,60000.0,408.0
2025-10-31,Susu Kental Manis,Produk Susu,7.0,12000,84000.0,185.0
2023-06-28,Susu UHT,Produk Susu,15.0,9000,135000.0,406.0
2023-06-17,Indomie Soto,Makanan Instan,7.0,3500,24500.0,346.0
2023-12-25,Teh Botol,Minuman,7.0,5000,35000.0,361.0
2023-12-19,Wafer Coklat,Snack,11.0,8000,88000.0,277.0
2023-11-07,Sereal Sarapan,Produk Susu,10.0,25000,250000.0,408.0
2023-03-26,Biskuit Coklat,Snack,8.0,9000,72000.0,202.0
2024-07-27,Keju Slice,Produk Susu,14.0,18000,252000.0,166.0
2023-08-07,Susu UHT,Produk Susu,11.0,9000,99000.0,398.0
2024-06-02,Roti Tawar,Snack,7.0,15000,105000.0,122.0
2024-01-23,Telur Ayam,Sembako,2.0,30000,60000.0,513.0
2024-11-09,Keju Slice,Produk Susu,14.0,18000,252000.0,357.0
2023-08-11,Air Mineral,Minuman,3.0,4000,12000.0,223.0
2024-07-12,Keripik Kentang,Snack,7.0,12000,84000.0,232.0
2024-07-15,Coklat Batang,Snack,6.0,11000,66000.0,590.0
2025-11-04,Keripik Kentang,Snack,11.0,12000,132000.0,224.0
2025-05-22,Susu Kental Manis,Produk Susu,3.0,12000,36000.0,359.0
2024-11-10,Yogurt Botol,Produk Susu,1.0,10000,10000.0,509.0
2025-02-24,Beras Premium,Sembako,6.0,75000,450000.0,342.0
2024-03-13,Yogurt Botol,Produk Susu,10.0,10000,100000.0,300.0
2025-12-29,Roti Tawar,Snack,6.0,15000,90000.0,445.0
2023-02-17,Kopi Botol,Minuman,6.0,7000,42000.0,105.0
2025-06-04,Teh Botol,Minuman,8.0,5000,40000.0,639.0
2023-02-10,Air Mineral,Minuman,1.0,4000,4000.0,489.0
2023-07-25,Beras Medium,Sembako,11.0,65000,715000.0,354.0
2025-09-14,Jus Kotak,Minuman,5.0,7000,35000.0,220.0
2024-04-24,Kecap Manis,Sembako,15.0,15000,225000.0,331.0
2025-01-24,,Produk Susu,,18000,216000.0,269.0
2023-11-09,Yogurt Botol,Produk Susu,3.0,10000,30000.0,611.0
2023-11-25,Telur Ayam,Sembako,1.0,30000,30000.0,329.0
2025-07-04,Biskuit Coklat,Snack,6.0,9000,54000.0,133.0
2024-04-08,Beras Medium,Sembako,16.0,65000,1040000.0,338.0
2023-11-15,,Makanan Instan,2.0,7000,14000.0,419.0
2025-08-24,Ramen Pedas,Makanan Instan,4.0,7000,28000.0,272.0
2023-03-08,Indomie Goreng,Makanan Instan,11.0,3500,38500.0,490.0
2025-11-05,Teh Celup,Minuman,5.0,8000,40000.0,556.0
2025-12-09,Jus Kotak,Minuman,10.0,7000,70000.0,114.0
2025-12-13,Kacang Panggang,Snack,11.0,10000,110000.0,261.0
2025-07-09,Tepung Terigu,Sembako,17.0,14000,238000.0,77.0
2025-09-23,Kacang Panggang,Snack,8.0,10000,80000.0,307.0
2023-01-11,Ramen Pedas,Makanan Instan,6.0,7000,42000.0,246.0
2024-05-30,Keju Slice,Produk Susu,9.0,18000,162000.0,233.0
2025-09-27,Keju Slice,Produk Susu,4.0,18000,72000.0,314.0
2024-06-13,Indomie Goreng,Makanan Instan,5.0,3500,17500.0,556.0
2023-11-13,Biskuit Coklat,Snack,15.0,9000,135000.0,207.0
2024-03-27,,Sembako,13.0,14000,182000.0,306.0
2024-07-20,Mie Ayam Instan,Makanan Instan,17.0,4000,68000.0,204.0
2024-04-23,Yogurt Botol,Produk Susu,7.0,10000,70000.0,516.0
2024-04-22,Susu Kental Manis,Produk Susu,4.0,12000,,
2025-06-15,Ramen Pedas,Makanan Instan,5.0,7000,35000.0,407.0
2023-05-18,Kopi Sachet,Minuman,5.0,2500,12500.0,364.0
2023-04-15,Susu UHT,Produk Susu,10.0,9000,90000.0,539.0
2025-02-08,Biskuit Coklat,Snack,3.0,9000,27000.0,73.0
2024-05-11,Keju Slice,Produk Susu,7.0,18000,126000.0,262.0
2023-07-27,Coklat Batang,Snack,7.0,11000,77000.0,66.0
2023-07-15,Mie Ayam Instan,Makanan Instan,9.0,4000,36000.0,152.0
2025-02-05,Susu UHT,Produk Susu,4.0,9000,36000.0,180.0
2024-01-20,Susu UHT,Produk Susu,2.0,9000,18000.0,404.0
2025-11-23,Teh Botol,Minuman,13.0,5000,65000.0,189.0
2024-12-12,Indomie Goreng,Makanan Instan,13.0,3500,45500.0,288.0
2023-05-04,Jus Kotak,Minuman,15.0,7000,105000.0,99.0
2023-03-06,Kacang Panggang,Snack,2.0,10000,20000.0,368.0
2023-05-30,Air Mineral,Minuman,13.0,4000,52000.0,53.0
2024-01-30,Wafer Coklat,Snack,13.0,8000,104000.0,637.0
2025-08-02,Sereal Sarapan,Produk Susu,12.0,25000,300000.0,370.0
2025-04-01,Air Mineral,Minuman,6.0,4000,24000.0,476.0
2025-01-04,Indomie Soto,Makanan Instan,10.0,3500,35000.0,155.0
2025-05-19,Teh Botol,Minuman,16.0,5000,80000.0,77.0
2024-10-11,Tepung Terigu,Sembako,14.0,14000,196000.0,127.0
2024-06-08,Saus Sambal,Sembako,,13000,,269.0
2024-12-28,Kopi Sachet,Minuman,13.0,2500,32500.0,556.0
2025-05-25,Sereal Sarapan,Produk Susu,15.0,25000,375000.0,183.0
2024-11-12,Air Mineral,Minuman,11.0,4000,44000.0,250.0
2024-09-02,Keripik Kentang,Snack,14.0,12000,168000.0,111.0
2024-11-25,Wafer Coklat,Snack,10.0,8000,80000.0,424.0
2023-08-03,Teh Botol,Minuman,9.0,5000,45000.0,369.0
2024-07-23,Kopi Sachet,Minuman,3.0,2500,7500.0,269.0
2025-03-28,Biskuit Coklat,Snack,15.0,9000,135000.0,467.0
2024-12-09,Coklat Batang,Snack,1.0,11000,11000.0,257.0
2024-03-30,Wafer Coklat,Snack,5.0,8000,40000.0,490.0
2025-08-26,Kecap Manis,Sembako,8.0,15000,120000.0,651.0
2023-03-11,Teh Botol,Minuman,5.0,5000,25000.0,172.0
2024-07-25,Indomie Soto,Makanan Instan,16.0,3500,56000.0,165.0
2025-10-20,Beras Medium,Sembako,5.0,65000,325000.0,296.0
2023-01-14,,Makanan Instan,,3500,,456.0
2023-12-16,,Snack,,8000,48000.0,69.0
2024-11-18,Teh Celup,Minuman,1.0,8000,8000.0,251.0
2023-08-25,Saus Sambal,Sembako,4.0,13000,52000.0,389.0
2025-04-08,Kopi Botol,Minuman,14.0,7000,98000.0,263.0
2024-10-20,Coklat Batang,Snack,6.0,11000,66000.0,335.0
2023-11-19,Beras Medium,Sembako,6.0,65000,390000.0,377.0
2023-11-20,Indomie Goreng,Makanan Instan,7.0,3500,24500.0,488.0
2023-02-05,Susu UHT,Produk Susu,8.0,9000,72000.0,204.0
2023-02-17,Beras Premium,Sembako,11.0,75000,825000.0,99.0
2024-08-20,Saus Sambal,Sembako,11.0,13000,143000.0,284.0
2025-05-21,Beras Premium,Sembako,18.0,75000,1350000.0,398.0
2025-03-26,Roti Tawar,Snack,14.0,15000,210000.0,161.0
2024-01-08,Air Mineral,Minuman,9.0,4000,36000.0,297.0
2025-05-16,Sereal Sarapan,Produk Susu,8.0,25000,200000.0,218.0
2024-09-19,Gula Pasir,Sembako,13.0,16000,208000.0,283.0
2025-10-18,Indomie Goreng,Makanan Instan,17.0,3500,59500.0,152.0
2023-04-09,Kopi Sachet,Minuman,9.0,2500,22500.0,192.0
2023-01-09,Saus Sambal,Sembako,12.0,13000,156000.0,483.0
2024-08-26,Keju Slice,Produk Susu,5.0,18000,90000.0,76.0
2025-06-04,Beras Medium,Sembako,8.0,65000,520000.0,199.0
2024-06-18,Saus Sambal,Sembako,5.0,13000,65000.0,582.0
2024-12-02,Teh Botol,Minuman,3.0,5000,15000.0,366.0
2023-05-16,Susu UHT,Produk Susu,6.0,9000,54000.0,450.0
2023-01-02,Teh Celup,Minuman,1.0,8000,8000.0,147.0
2023-10-16,Air Mineral,Minuman,6.0,4000,24000.0,306.0
2025-06-09,Keripik Kentang,Snack,6.0,12000,72000.0,201.0
2025-01-23,Kecap Manis,Sembako,15.0,15000,225000.0,191.0
2023-09-05,Susu Kental Manis,Produk Susu,9.0,12000,108000.0,181.0
2025-06-17,Mie Ayam Instan,Makanan Instan,11.0,4000,44000.0,248.0
2025-04-16,Indomie Goreng,Makanan Instan,12.0,3500,42000.0,572.0
2023-09-07,Teh Celup,Minuman,9.0,8000,72000.0,582.0
2025-02-23,Biskuit Coklat,Snack,,9000,72000.0,222.0
2023-08-03,,Minuman,9.0,5000,45000.0,369.0
2024-11-21,Coklat Batang,Snack,10.0,11000,110000.0,404.0
2024-12-14,Beras Premium,Sembako,3.0,75000,225000.0,291.0
2025-10-03,Beras Medium,Sembako,9.0,65000,585000.0,111.0
2024-11-11,Beras Medium,Sembako,16.0,65000,1040000.0,155.0
2023-08-24,Tepung Terigu,Sembako,14.0,14000,196000.0,253.0
2024-10-02,Susu UHT,Produk Susu,11.0,9000,99000.0,63.0
2024-02-17,Kecap Manis,Sembako,13.0,15000,195000.0,170.0
2025-02-05,Telur Ayam,Sembako,8.0,30000,240000.0,377.0
2024-07-26,Minuman Isotonik,Minuman,12.0,8500,102000.0,101.0
2023-01-22,Telur Ayam,Sembako,13.0,30000,390000.0,481.0
2025-08-01,Wafer Coklat,Snack,14.0,8000,112000.0,89.0
2023-01-26,Air Mineral,Minuman,6.0,4000,24000.0,448.0
2023-06-06,Indomie Soto,Makanan Instan,6.0,3500,21000.0,534.0
2024-05-27,Sereal Sarapan,Produk Susu,5.0,25000,125000.0,273.0
2023-10-05,Gula Pasir,Sembako,7.0,16000,112000.0,220.0
2023-05-21,Coklat Batang,Snack,15.0,11000,165000.0,495.0
2023-01-27,Indomie Goreng,Makanan Instan,11.0,3500,38500.0,271.0
2023-11-10,Saus Sambal,Sembako,12.0,13000,156000.0,604.0
2025-11-12,Sereal Sarapan,Produk Susu,9.0,25000,225000.0,310.0
2025-11-20,Teh Celup,Minuman,10.0,8000,80000.0,419.0
2025-05-10,Keju Slice,Produk Susu,8.0,18000,144000.0,291.0
2024-03-16,Jus Kotak,Minuman,11.0,7000,77000.0,51.0
2023-03-02,Saus Sambal,Sembako,6.0,13000,78000.0,393.0
2023-03-26,Biskuit Coklat,Snack,8.0,9000,72000.0,153.0
2025-03-25,Kopi Sachet,Minuman,13.0,2500,32500.0,583.0
2024-09-12,Beras Premium,Sembako,5.0,75000,375000.0,207.0
2025-03-12,Kopi Sachet,Minuman,11.0,2500,27500.0,71.0
2023-07-26,Kacang Panggang,Snack,1.0,10000,10000.0,153.0
2023-01-15,Indomie Goreng,Makanan Instan,10.0,3500,35000.0,228.0
2023-11-01,Yogurt Botol,Produk Susu,1.0,10000,10000.0,546.0
2023-04-07,Minyak Goreng,Sembako,1.0,28000,28000.0,207.0
2023-01-03,Coklat Batang,Snack,1.0,11000,11000.0,144.0
2025-04-01,Sereal Sarapan,Produk Susu,13.0,25000,325000.0,582.0
2025-09-17,Keju Slice,Produk Susu,2.0,18000,36000.0,672.0
2024-11-18,,Snack,,15000,,197.0
2025-11-02,Sereal Sarapan,Produk Susu,9.0,25000,225000.0,506.0
2023-08-01,Beras Premium,Sembako,11.0,75000,825000.0,150.0
2024-12-23,Kecap Manis,Sembako,15.0,15000,225000.0,401.0
2023-11-25,Sereal Sarapan,Produk Susu,4.0,25000,100000.0,375.0
2023-11-21,Wafer Coklat,Snack,6.0,8000,48000.0,78.0
2024-09-24,Air Mineral,Minuman,11.0,4000,44000.0,361.0
2025-10-04,Roti Tawar,Snack,17.0,15000,255000.0,396.0
2023-09-26,Saus Sambal,Sembako,10.0,13000,130000.0,514.0
2024-08-19,Teh Botol,Minuman,12.0,5000,60000.0,672.0
2025-09-06,Biskuit Coklat,Snack,13.0,9000,117000.0,130.0
2023-05-21,Keripik Kentang,Snack,4.0,12000,48000.0,267.0
2024-11-09,Teh Celup,Minuman,7.0,8000,56000.0,79.0
2024-02-18,Susu Kental Manis,Produk Susu,16.0,12000,192000.0,121.0
2023-12-26,Susu Kental Manis,Produk Susu,4.0,12000,48000.0,489.0
2023-10-13,Keju Slice,Produk Susu,11.0,18000,198000.0,541.0
2024-04-03,Yogurt Botol,Produk Susu,10.0,10000,100000.0,244.0
2024-11-23,Indomie Soto,Makanan Instan,8.0,3500,28000.0,182.0
2025-01-29,Yogurt Botol,Produk Susu,4.0,10000,40000.0,658.0
2023-01-04,Susu Kental Manis,Produk Susu,10.0,12000,120000.0,384.0
2025-04-24,Kecap Manis,Sembako,14.0,15000,210000.0,215.0
2024-12-31,Jus Kotak,Minuman,6.0,7000,42000.0,445.0
2024-09-23,Kopi Botol,Minuman,13.0,7000,91000.0,350.0
2025-03-15,Kecap Manis,Sembako,8.0,15000,120000.0,222.0
2023-10-28,Kecap Manis,Sembako,3.0,15000,45000.0,377.0
2025-03-26,Telur Ayam,Sembako,15.0,30000,450000.0,461.0
2025-08-29,,Snack,9.0,15000,135000.0,129.0
2025-11-30,Ramen Pedas,Makanan Instan,7.0,7000,49000.0,620.0
2023-04-29,Kecap Manis,Sembako,4.0,15000,60000.0,522.0
2025-10-16,Indomie Goreng,Makanan Instan,4.0,3500,14000.0,70.0
2024-08-10,Minuman Isotonik,Minuman,6.0,8500,51000.0,57.0
2024-01-04,Air Mineral,Minuman,17.0,4000,68000.0,81.0
2025-06-04,Beras Medium,Sembako,,65000,520000.0,
2024-01-06,Keju Slice,Produk Susu,8.0,18000,144000.0,72.0
2024-07-22,Beras Premium,Sembako,15.0,75000,1125000.0,209.0
2025-10-14,Minyak Goreng,Sembako,12.0,28000,336000.0,276.0
2025-02-21,Mie Ayam Instan,Makanan Instan,11.0,4000,44000.0,421.0
2025-02-16,Air Mineral,Minuman,2.0,4000,8000.0,426.0
2025-08-31,Beras Medium,Sembako,15.0,65000,975000.0,51.0
2023-04-29,Teh Botol,Minuman,4.0,5000,20000.0,411.0
2023-01-20,Yogurt Botol,Produk Susu,1.0,10000,10000.0,571.0
2025-06-08,Wafer Coklat,Snack,7.0,8000,56000.0,419.0
2023-06-01,Teh Botol,Minuman,3.0,5000,15000.0,202.0
2025-10-04,Susu Kental Manis,Produk Susu,3.0,12000,36000.0,203.0
2024-11-04,Saus Sambal,Sembako,2.0,13000,26000.0,426.0
2025-04-19,Kecap Manis,Sembako,3.0,15000,45000.0,353.0
2024-07-06,Beras Premium,Sembako,14.0,75000,1050000.0,467.0
2024-06-18,Yogurt Botol,Produk Susu,1.0,10000,10000.0,219.0
2025-06-28,Susu Kental Manis,Produk Susu,13.0,12000,156000.0,443.0
2025-06-17,Ramen Pedas,Makanan Instan,15.0,7000,105000.0,228.0
2024-12-24,Susu Kental Manis,Produk Susu,11.0,12000,132000.0,675.0
2024-10-20,Indomie Soto,Makanan Instan,14.0,3500,49000.0,95.0
2025-06-07,Keju Slice,Produk Susu,8.0,18000,144000.0,64.0
2024-10-27,Air Mineral,Minuman,4.0,4000,16000.0,541.0
2024-11-25,Susu UHT,Produk Susu,13.0,9000,117000.0,675.0
2024-10-23,Kecap Manis,Sembako,16.0,15000,240000.0,521.0
2024-07-23,Gula Pasir,Sembako,4.0,16000,64000.0,311.0
2025-01-22,Air Mineral,Minuman,,4000,72000.0,
2023-12-21,Kopi Sachet,Minuman,8.0,2500,20000.0,460.0
2024-09-16,Beras Medium,Sembako,10.0,65000,650000.0,434.0
2025-05-06,Coklat Batang,Snack,8.0,11000,88000.0,143.0
2024-12-15,Kopi Botol,Minuman,9.0,7000,63000.0,175.0
2023-04-30,Keripik Kentang,Snack,2.0,12000,24000.0,293.0
2023-04-18,Kacang Panggang,Snack,3.0,10000,30000.0,118.0
2024-12-27,Kecap Manis,Sembako,17.0,15000,255000.0,253.0
2024-05-14,Coklat Batang,Snack,9.0,11000,99000.0,225.0
2025-03-12,Indomie Goreng,Makanan Instan,10.0,3500,35000.0,309.0
2024-04-22,Susu Kental Manis,Produk Susu,4.0,12000,48000.0,246.0
2023-04-12,Kopi Botol,Minuman,4.0,7000,28000.0,355.0
2024-07-03,Indomie Soto,Makanan Instan,9.0,3500,31500.0,186.0
2025-02-15,Saus Sambal,Sembako,15.0,13000,195000.0,90.0
2025-09-10,Biskuit Coklat,Snack,7.0,9000,63000.0,128.0
2024-03-10,Teh Celup,Minuman,3.0,8000,24000.0,85.0
2025-07-29,Beras Medium,Sembako,5.0,65000,325000.0,267.0
2024-01-06,Minyak Goreng,Sembako,3.0,28000,84000.0,618.0
2023-09-25,Biskuit Coklat,Snack,10.0,9000,90000.0,545.0
2024-11-16,Minyak Goreng,Sembako,15.0,28000,420000.0,205.0
2024-01-11,Susu UHT,Produk Susu,14.0,9000,126000.0,50.0
2023-12-24,Beras Medium,Sembako,15.0,65000,975000.0,373.0
2025-05-31,Keripik Kentang,Snack,3.0,12000,36000.0,235.0
2025-09-08,Susu Kental Manis,Produk Susu,5.0,12000,60000.0,102.0
2024-09-17,Minuman Isotonik,Minuman,8.0,8500,68000.0,242.0
2023-04-26,Kacang Panggang,Snack,4.0,10000,40000.0,674.0
2025-08-28,Minuman Isotonik,Minuman,15.0,8500,127500.0,227.0
2025-09-27,Coklat Batang,Snack,4.0,11000,44000.0,258.0
2023-07-08,Mie Ayam Instan,Makanan Instan,1.0,4000,4000.0,230.0
2025-07-31,Mie Ayam Instan,Makanan Instan,18.0,4000,72000.0,234.0
2025-02-06,Wafer Coklat,Snack,9.0,8000,72000.0,330.0
2023-09-22,Kopi Botol,Minuman,8.0,7000,56000.0,474.0
2024-07-15,Beras Medium,Sembako,12.0,65000,780000.0,292.0
2023-01-26,Kopi Botol,Minuman,4.0,7000,28000.0,227.0
2025-03-07,Susu Kental Manis,Produk Susu,3.0,12000,36000.0,242.0
2023-12-08,Keripik Kentang,Snack,10.0,12000,120000.0,97.0
2023-05-26,Keripik Kentang,Snack,9.0,12000,108000.0,50.0
2025-05-03,Yogurt Botol,Produk Susu,18.0,10000,180000.0,289.0
2025-09-27,Minuman Isotonik,Minuman,14.0,8500,119000.0,144.0
2024-01-27,Sereal Sarapan,Produk Susu,6.0,25000,150000.0,651.0
2025-06-30,,Sembako,5.0,65000,325000.0,283.0
2023-03-04,Indomie Soto,Makanan Instan,14.0,3500,49000.0,59.0
2025-05-04,Saus Sambal,Sembako,19.0,13000,247000.0,407.0
2024-03-22,Kacang Panggang,Snack,2.0,10000,20000.0,483.0
2024-12-18,Mie Ayam Instan,Makanan Instan,5.0,4000,20000.0,689.0
2024-09-01,Susu UHT,Produk Susu,8.0,9000,72000.0,568.0
2023-07-14,Air Mineral,Minuman,14.0,4000,56000.0,145.0
2024-12-05,Kopi Sachet,Minuman,2.0,2500,5000.0,539.0
2023-06-24,Ramen Pedas,Makanan Instan,4.0,7000,28000.0,456.0
2023-02-14,Coklat Batang,Snack,10.0,11000,110000.0,69.0
2023-09-09,Yogurt Botol,Produk Susu,2.0,10000,20000.0,393.0
2023-10-23,Kopi Botol,Minuman,15.0,7000,105000.0,160.0
2025-12-14,Coklat Batang,Snack,17.0,11000,187000.0,283.0
2025-02-05,Minuman Isotonik,Minuman,12.0,8500,102000.0,284.0
2023-07-02,Wafer Coklat,Snack,4.0,8000,32000.0,83.0
